stock,delta_percent,delta_price
MMM,0.3712920770034273,-100.0
ABT,0.6597356162541712,-100.0
ABBV,0.39901022270713904,-100.0
ABMD,0.7848048328113402,-100.0
ACN,0.46384004084047975,-100.0
ATVI,0.893440516158722,-100.0
ADBE,1.1634270756529825,-100.0
AMD,1.1100155462667787,-100.0
AAP,0.6469568788390617,-100.0
AES,0.5814012802893256,-100.0
AFL,0.8814151793778926,-100.0
A,0.6813789549016632,-100.0
APD,0.7878827050293947,-100.0
AKAM,0.8691336262177402,-100.0
ALK,2.1765188959206103,-100.0
ALB,0.5437353872379416,-100.0
ARE,0.0,-100.0
ALXN,0.6569007607343023,-100.0
ALGN,0.8221655927239916,-100.0
ALLE,0.6140157798647898,-100.0
LNT,0.6428530794043865,-100.0
ALL,0.7696443769401649,-100.0
GOOGL,0.9339160846106123,-100.0
GOOG,0.6055839230041502,-100.0
MO,0.2916048403644816,-100.0
AMZN,0.40096396484727764,-100.0
AMCR,0.8422009687741827,-100.0
AEE,0.2759547269732526,-100.0
AAL,1.7557554306591743,-100.0
AEP,0.3344466975803556,-100.0
AXP,0.605795698619446,-100.0
AIG,0.7893019196098353,-100.0
AMT,0.6959801634390949,-100.0
AWK,1.123439945773703,-100.0
AMP,0.5936180258486922,-100.0
ABC,0.6318121185344034,-100.0
AME,0.45071134742248625,-100.0
AMGN,0.498474642444964,-100.0
APH,0.5130625507158428,-100.0
ADI,0.7619655784382732,-100.0
ANSS,1.111211083067306,-100.0
ANTM,0.5763657393318002,-100.0
AON,0.5607141439321448,-100.0
AOS,0.9405751296558469,-100.0
APA,2.5139707962541378,-100.0
AAPL,0.798633660048328,-100.0
AMAT,1.6476061277277838,-100.0
APTV,1.8476157356218599,-100.0
ADM,0.2765859685307902,-100.0
ANET,0.5528701234485623,-100.0
AJG,0.5497646293965504,-100.0
AIZ,0.3215412347658787,-100.0
T,0.3686347513038556,-100.0
ATO,0.2952243922427692,-100.0
ADSK,0.45147248647028654,-100.0
ADP,0.7538366474589139,-100.0
AZO,0.3567169986111443,-100.0
AVB,0.6058612536457949,-100.0
AVY,0.26505445711518677,-100.0
BKR,1.9935109469610286,-100.0
BLL,0.5249372977907797,-100.0
BAC,0.6467201827600768,-100.0
BK,0.6481830352046068,-100.0
BAX,0.5167300384510978,-100.0
BDX,0.3941405439378805,-100.0
BRK.B,-100.0,0
BBY,0.9109111687548568,-100.0
BIO,0.0,-100.0
BIIB,0.685745441715069,-100.0
BLK,0.39344720931577937,-100.0
BA,1.373637295624872,-100.0
BKNG,1.0865010932120192,-100.0
BWA,2.5179072174867643,-100.0
BXP,0.6151993817314334,-100.0
BSX,0.4208307351017863,-100.0
BMY,0.4437442167434866,-100.0
AVGO,0.4738112759337439,-100.0
BR,0.89717775681074,-100.0
BF.B,-100.0,0
CHRW,0.595837025668076,-100.0
COG,1.1618017477344764,-100.0
CDNS,0.8729501874880549,-100.0
CZR,1.7291066282420748,-100.0
CPB,0.5681836017348502,-100.0
COF,1.2657181002789046,-100.0
CAH,0.5268548138801818,-100.0
KMX,0.693917695855355,-100.0
CCL,2.32123122607602,-100.0
CARR,1.1122019866824078,-100.0
CTLT,0.6788971227243406,-100.0
CAT,1.3930825354589194,-100.0
CBOE,0.5775760223366065,-100.0
CBRE,0.9305994906704739,-100.0
CDW,1.0488760424043257,-100.0
CE,0.7422692996939433,-100.0
CNC,0.46532560366532816,-100.0
CNP,0.5497060909426976,-100.0
CERN,0.3331452813985218,-100.0
CF,2.5641021316854697,-100.0
SCHW,0.8709137356385257,-100.0
CHTR,1.2467030493235896,-100.0
CVX,0.9136936603817046,-100.0
CMG,0.45939755722233727,-100.0
CB,0.8680116632158766,-100.0
CHD,0.6036242740268368,-100.0
CI,1.1572881867735494,-100.0
CINF,0.9881032237193372,-100.0
CTAS,0.34588772967123604,-100.0
CSCO,0.7204334631923328,-100.0
C,0.42223139968726464,-100.0
CFG,0.9052020969637853,-100.0
CTXS,0.6833399666250034,-100.0
CLX,0.649177030461043,-100.0
CME,0.6472840900994119,-100.0
CMS,0.29090004729206426,-100.0
KO,0.37379228775259327,-100.0
CTSH,0.37705535343210644,-100.0
CL,0.566834038645005,-100.0
CMCSA,0.5881269163567636,-100.0
CMA,0.8860249282660433,-100.0
CAG,0.4442073867569701,-100.0
COP,2.0182042724306686,-100.0
ED,0.26421193482963246,-100.0
STZ,0.7744494634988472,-100.0
COO,0.8565723076077195,-100.0
CPRT,1.220633115115563,-100.0
GLW,0.2939709279321257,-100.0
CTVA,0.9024455536810845,-100.0
COST,0.4402559641302166,-100.0
CCI,0.8421486635035408,-100.0
CSX,0.4404770355065195,-100.0
CMI,0.7069636835607888,-100.0
CVS,0.6451827498286681,-100.0
DHI,0.8314490176305253,-100.0
DHR,0.8335544851654101,-100.0
DRI,0.6814801251446759,-100.0
DVA,0.4837079317085283,-100.0
DE,0.7123889894565225,-100.0
DAL,1.7566402944802442,-100.0
XRAY,1.3272899174918877,-100.0
DVN,1.912072800579043,-100.0
DXCM,1.623775898170502,-100.0
FANG,2.4246718905832525,-100.0
DLR,0.6507746602782665,-100.0
DFS,0.5763273515832094,-100.0
DISCA,3.683666873507523,-100.0
DISCK,2.611877689041062,-100.0
DISH,1.220175569160987,-100.0
DG,0.6307197781618267,-100.0
DLTR,0.4922524435275261,-100.0
D,0.3400435410977093,-100.0
DPZ,0.34196748712248526,-100.0
DOV,0.5109236770189536,-100.0
DOW,0.5457028343191361,-100.0
DTE,0.34506690035314447,-100.0
DUK,0.24752837006669562,-100.0
DRE,0.9156652243740587,-100.0
DD,0.902317811418371,-100.0
DXC,1.1482453313692094,-100.0
EMN,0.52384557863086,-100.0
ETN,0.7693127870220756,-100.0
EBAY,0.6331240673392575,-100.0
ECL,0.9738419695075565,-100.0
EIX,0.3024856937036108,-100.0
EW,0.5875639434725574,-100.0
EA,0.8241143120219112,-100.0
EMR,0.3959817019285751,-100.0
ENPH,3.28967143208291,-100.0
ETR,0.28319230418392194,-100.0
EOG,1.4936600513015783,-100.0
EFX,0.6066835801213053,-100.0
EQIX,0.5245930747019374,-100.0
EQR,1.1314502436418867,-100.0
ESS,0.6906557085896387,-100.0
EL,0.2852304835753902,-100.0
ETSY,1.496020095254467,-100.0
EVRG,0.2987609642017612,-100.0
ES,0.408187018055738,-100.0
RE,0.09483577580704314,-100.0
EXC,0.6442102368174055,-100.0
EXPE,1.742946744761372,-100.0
EXPD,0.6645820046950006,-100.0
EXR,1.2197993914558565,-100.0
XOM,0.9574271280639514,-100.0
FFIV,0.6617265866126543,-100.0
FB,0.785175682208684,-100.0
FAST,0.29233533395846895,-100.0
FRT,0.23020290172032876,-100.0
FDX,0.7480005415551358,-100.0
FIS,0.6300880634679203,-100.0
FITB,0.764397409588397,-100.0
FE,0.4662000257425377,-100.0
FRC,0.9854711900514337,-100.0
FISV,0.5578803089513598,-100.0
FLT,0.2790271376182035,-100.0
FLIR,0.4688170758022721,-100.0
FMC,0.6668454548267646,-100.0
F,1.2789755754177985,-100.0
FTNT,0.9654509716623466,-100.0
FTV,0.7834423759682085,-100.0
FBHS,0.4123426984792482,-100.0
FOXA,1.4716123177025204,-100.0
FOX,1.0393516090782053,-100.0
BEN,0.7786849745214798,-100.0
FCX,1.27288818359375,-100.0
GPS,0.6893070789635285,-100.0
GRMN,0.4557552977559113,-100.0
IT,0.9309014634133299,-100.0
GNRC,0.8092186814485203,-100.0
GD,0.5052059320212793,-100.0
GE,1.319876357014493,-100.0
GIS,0.7153348291544588,-100.0
GM,1.2705156943126208,-100.0
GPC,0.4685411162134843,-100.0
GILD,0.8218787120096382,-100.0
GL,0.4427059789303656,-100.0
GPN,0.48318493844272786,-100.0
GS,0.44219919287597753,-100.0
GWW,0.0,-100.0
HAL,1.4436921421920097,-100.0
HBI,1.1952179881974254,-100.0
HIG,1.6730014815529943,-100.0
HAS,0.19677138174216943,-100.0
HCA,0.45433006582590674,-100.0
PEAK,0.6666637602306548,-100.0
HSIC,0.7546030544520671,-100.0
HSY,0.4593189577068064,-100.0
HES,1.3329368790643834,-100.0
HPE,0.9920672839941849,-100.0
HLT,0.7570132298084397,-100.0
HFC,2.9363373784052285,-100.0
HOLX,0.6576725097132653,-100.0
HD,0.6991032728607752,-100.0
HON,0.5004231037635436,-100.0
HRL,0.4122877135839322,-100.0
HST,1.2110673738449487,-100.0
HWM,0.7734442984445489,-100.0
HPQ,0.6523132159425542,-100.0
HUM,0.3882352604877306,-100.0
HBAN,1.2337697322342547,-100.0
HII,0.8583127872794155,-100.0
IEX,0.5500111161630098,-100.0
IDXX,0.46520768093298576,-100.0
INFO,0.4838935952608424,-100.0
ITW,0.3386319281351468,-100.0
ILMN,0.438532438500348,-100.0
INCY,1.038186008986674,-100.0
IR,0.43622577302693616,-100.0
INTC,1.3969967310960492,-100.0
ICE,0.6114560837818801,-100.0
IBM,0.3229512949554949,-100.0
IP,0.7510097965656413,-100.0
IPG,1.7377529270786851,-100.0
IFF,0.40972552486977337,-100.0
INTU,0.4138882738439716,-100.0
ISRG,0.6324093930249828,-100.0
IVZ,0.547224274277815,-100.0
IPGP,0.0,-100.0
IQV,0.7492049335671068,-100.0
IRM,1.3443217137776868,-100.0
JKHY,0.549850491907409,-100.0
J,0.49844796865651647,-100.0
JBHT,0.7217926883794769,-100.0
SJM,1.2010147770089976,-100.0
JNJ,0.32538907477942974,-100.0
JCI,1.3115320554779535,-100.0
JPM,0.8649511776064462,-100.0
JNPR,0.6359294450813223,-100.0
KSU,0.4473103516635985,-100.0
K,0.44958670437100123,-100.0
KEY,0.9728551972806855,-100.0
KEYS,0.3187037876192266,-100.0
KMB,0.6796112701424554,-100.0
KIM,0.9873851327244745,-100.0
KMI,0.903228021437122,-100.0
KLAC,1.0657862613075657,-100.0
KHC,0.9716212277804374,-100.0
KR,0.6977392889310969,-100.0
LB,0.7190583542882625,-100.0
LHX,0.41701872242003574,-100.0
LH,0.7375481918897392,-100.0
LRCX,1.5247742477595991,-100.0
LW,0.6758464571180735,-100.0
LVS,0.7133570436640587,-100.0
LEG,0.8040485958561271,-100.0
LDOS,0.6339127992058659,-100.0
LEN,1.2023793194933623,-100.0
LLY,0.3436014144330428,-100.0
LNC,0.903541411590159,-100.0
LIN,0.28943515809938297,-100.0
LYV,1.111108858740291,-100.0
LKQ,0.9649325281620081,-100.0
LMT,0.4095892968791268,-100.0
L,0.764404912091865,-100.0
LOW,0.5967850051222381,-100.0
LUMN,2.1413289495628143,-100.0
LYB,0.6859894535967693,-100.0
MTB,0.7644600491226586,-100.0
MRO,2.4679170501055583,-100.0
MPC,1.505796535680418,-100.0
MKTX,1.2856623616708913,-100.0
MAR,0.5980776858073674,-100.0
MMC,0.3318643891962525,-100.0
MLM,1.1131227459669824,-100.0
MAS,0.8185322808967236,-100.0
MA,0.5271288139593129,-100.0
MKC,0.6609707476406695,-100.0
MXIM,0.5756080291568886,-100.0
MCD,0.5004738413591812,-100.0
MCK,0.6694296318677567,-100.0
MDT,0.2742071149891652,-100.0
MRK,0.4939519718062485,-100.0
MET,0.6211162225621318,-100.0
MTD,0.0,-100.0
MGM,1.0166824385899385,-100.0
MCHP,1.4879472495278847,-100.0
MU,1.4513023318963534,-100.0
MSFT,0.6700710698585567,-100.0
MAA,0.3293293671104521,-100.0
MHK,0.9535065653629359,-100.0
TAP,0.7885147530681473,-100.0
MDLZ,0.49001769012006113,-100.0
MPWR,0.5464620446785977,-100.0
MNST,1.4240172494949526,-100.0
MCO,0.3032199294022069,-100.0
MS,0.6561921885840563,-100.0
MOS,1.593371616864585,-100.0
MSI,0.16134400764695592,-100.0
MSCI,0.15856325139200161,-100.0
NDAQ,1.3027040226079063,-100.0
NTAP,0.7876205183180851,-100.0
NFLX,1.2446144605121927,-100.0
NWL,1.1201271624722187,-100.0
NEM,0.6130948731352388,-100.0
NWSA,0.7656655180866555,-100.0
NWS,0.5531662572568927,-100.0
NEE,0.77568173515563,-100.0
NLSN,0.9686168352304223,-100.0
NKE,0.6283932070448547,-100.0
NI,0.3861010495490892,-100.0
NSC,0.8787286220119015,-100.0
NTRS,0.5276017505497561,-100.0
NOC,0.4472635816242875,-100.0
NLOK,0.6088953557088999,-100.0
NCLH,2.006388909350657,-100.0
NOV,1.7285178500233984,-100.0
NRG,1.7373984612569748,-100.0
NUE,1.6333713746050533,-100.0
NVDA,0.9814257835133792,-100.0
NVR,2.6692823125459957,-100.0
NXPI,0.6332585309874508,-100.0
ORLY,0.41139467088177717,-100.0
OXY,2.3380628853352308,-100.0
ODFL,0.7929294528753056,-100.0
OMC,1.043870127301407,-100.0
OKE,1.4252329452555623,-100.0
ORCL,0.3919712040686422,-100.0
OTIS,0.8308203581758877,-100.0
PCAR,1.859597813029962,-100.0
PKG,0.5864311288193907,-100.0
PH,0.44460149674184707,-100.0
PAYX,0.5807074217511365,-100.0
PAYC,0.3491265071930674,-100.0
PYPL,0.6785495692654157,-100.0
PENN,3.0837004405286343,-100.0
PNR,0.4406804884715703,-100.0
PBCT,0.877190732070505,-100.0
PEP,0.6296210899488989,-100.0
PKI,0.6058255560228968,-100.0
PRGO,0.2591298194924826,-100.0
PFE,0.22320875004696528,-100.0
PM,0.43721906164944435,-100.0
PSX,1.8013400719118524,-100.0
PNW,0.6289308176100629,-100.0
PXD,1.7867558691360133,-100.0
PNC,0.44266070496455073,-100.0
POOL,0.6027379080420017,-100.0
PPG,0.4175048530213036,-100.0
PPL,0.34590239362688247,-100.0
PFG,0.7819124088992222,-100.0
PG,0.3527929411921656,-100.0
PGR,0.5667864945646713,-100.0
PLD,0.7649859022052992,-100.0
PRU,0.6417461913269961,-100.0
PEG,0.34716327168987443,-100.0
PSA,0.523092266784008,-100.0
PHM,0.7542994883689159,-100.0
PVH,1.4612205325209122,-100.0
QRVO,0.9502212194346886,-100.0
PWR,0.897988541840133,-100.0
QCOM,0.8179586084432656,-100.0
DGX,1.090317971092877,-100.0
RL,1.8381756359120225,-100.0
RJF,0.44721860580816375,-100.0
RTX,0.7057415848395584,-100.0
O,0.5936129007145656,-100.0
REG,0.7739386150960256,-100.0
REGN,0.9666879980722886,-100.0
RF,1.1999988555908203,-100.0
RSG,0.5742358099473032,-100.0
RMD,0.6334370369672155,-100.0
RHI,1.6799966592326323,-100.0
ROK,0.6641152647208114,-100.0
ROL,0.5434710740837947,-100.0
ROP,0.5414493023252968,-100.0
ROST,2.323237914180032,-100.0
RCL,1.5755731864854352,-100.0
SPGI,0.38896845802340346,-100.0
CRM,1.1524290578087615,-100.0
SBAC,0.5111332339107235,-100.0
SLB,0.8928964086669563,-100.0
STX,1.3741029192222602,-100.0
SEE,0.8677514362728933,-100.0
SRE,0.4934902130277974,-100.0
NOW,0.8096890980601273,-100.0
SHW,0.253834115938434,-100.0
SPG,1.0869364879465386,-100.0
SWKS,1.5770058284467445,-100.0
SNA,0.9977003075610632,-100.0
SO,0.2415151713293232,-100.0
LUV,1.7896762988371642,-100.0
SWK,0.5044063102544109,-100.0
SBUX,0.5755135180244354,-100.0
STT,0.4469281150991916,-100.0
STE,0.825821095705722,-100.0
SYK,0.4588154677793163,-100.0
SIVB,1.2028895219221438,-100.0
SYF,0.6248438152656736,-100.0
SNPS,0.8407625170017251,-100.0
SYY,0.9174300168913357,-100.0
TMUS,0.7118575683828912,-100.0
TROW,0.5042217534367166,-100.0
TTWO,0.7898086656688625,-100.0
TPR,0.769584907036773,-100.0
TGT,0.9870910903797901,-100.0
TEL,1.359798307491566,-100.0
TDY,0.41414831506256305,-100.0
TFX,2.339959703634251,-100.0
TER,1.2690341835330456,-100.0
TSLA,1.4676619806098428,-100.0
TXN,0.8567812837220412,-100.0
TXT,0.7267972246691056,-100.0
TMO,0.6158959260313189,-100.0
TJX,0.7208530658080032,-100.0
TSCO,0.8206658839294958,-100.0
TT,0.6974047345094991,-100.0
TDG,0.27011556729781905,-100.0
TRV,0.6682795379555776,-100.0
TRMB,0.9665743607885368,-100.0
TFC,1.0049359706574998,-100.0
TWTR,0.9560566864615244,-100.0
TYL,0.13542583332964764,-100.0
TSN,0.6656016796042383,-100.0
UDR,0.39188143098102174,-100.0
ULTA,0.6226737888715647,-100.0
USB,0.6417882121713901,-100.0
UAA,0.7337077070961189,-100.0
UA,0.9404404959026882,-100.0
UNP,0.7312322067002118,-100.0
UAL,2.6278401105395237,-100.0
UNH,0.7243624130676598,-100.0
UPS,0.7633395402963243,-100.0
URI,1.300922321846469,-100.0
UHS,0.20877505814894537,-100.0
UNM,1.0104807810707064,-100.0
VLO,1.2306820895152484,-100.0
VAR,0.06240461092945474,-100.0
VTR,0.9559552967519943,-100.0
VRSN,0.49225281204328575,-100.0
VRSK,1.1483033938256089,-100.0
VZ,0.47889402740073045,-100.0
VRTX,0.7423408365911125,-100.0
VFC,0.5724787596520013,-100.0
VIAC,2.993151156471768,-100.0
VTRS,1.4452859050674631,-100.0
V,0.4803074037741685,-100.0
VNO,0.5182419707461905,-100.0
VMC,0.885948452558094,-100.0
WRB,0.4523671622478927,-100.0
WAB,0.5134404032559092,-100.0
WMT,0.3416573724878637,-100.0
WBA,0.8790351010453713,-100.0
DIS,0.4990081548171465,-100.0
WM,0.4887573017922054,-100.0
WAT,2.8352497837454957,-100.0
WEC,0.4289876332840038,-100.0
WFC,0.8607146975588823,-100.0
WELL,0.8645133665785797,-100.0
WST,0.2790751428634882,-100.0
WDC,1.0609288369455645,-100.0
WU,0.9330610377106431,-100.0
WRK,0.8223021307524578,-100.0
WY,0.8172872379218784,-100.0
WHR,0.15437197590066057,-100.0
WMB,1.106684366141362,-100.0
WLTW,0.2716926795260406,-100.0
WYNN,1.3229548235347763,-100.0
XEL,0.4086798814769582,-100.0
XLNX,1.3391446227570267,-100.0
XYL,0.5889935067068361,-100.0
YUM,0.5693727512249146,-100.0
ZBRA,1.2361696933178192,-100.0
ZBH,0.21289689692405928,-100.0
ZION,0.9767832849043931,-100.0
ZTS,0.9271099116106294,-100.0
